Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-428930,"Thromboxane signalling through TP receptor",1,30,0.001986228813559322,0.9791217002464875,0.9791217002464875,6,8,5.799623024503408E-4,9606,Homo sapiens,"GNG12","","R-HSA-428918;R-HSA-428917;R-HSA-428752;R-HSA-428750;R-HSA-428909;R-HSA-428749"
R-HSA-418592,"ADP signalling through P2Y purinoceptor 1",1,30,0.001986228813559322,0.9791217002464875,0.9791217002464875,3,7,5.074670146440482E-4,9606,Homo sapiens,"GNG12","","R-HSA-418581;R-HSA-418579;R-HSA-418576"
R-HSA-181430,"Norepinephrine Neurotransmitter Release Cycle",1,30,0.001986228813559322,0.9791217002464875,0.9791217002464875,2,6,4.3497172683775554E-4,9606,Homo sapiens,"STXBP1","","R-HSA-374899;R-HSA-374922"
R-HSA-70895,"Branched-chain amino acid catabolism",3,58,0.003840042372881356,0.9794812460662371,0.9794812460662371,5,23,0.0016673916195447296,9606,Homo sapiens,"BCKDHA;DBT;BCAT1","","R-HSA-70723;R-HSA-5693153;R-HSA-70713;R-HSA-5693148;R-HSA-508189"
R-HSA-5693579,"Homologous DNA Pairing and Strand Exchange",2,45,0.002979343220338983,0.9794996064619335,0.9794996064619335,4,10,7.249528780629259E-4,9606,Homo sapiens,"RAD50;RAD9A","","R-HSA-5693620;R-HSA-5685838;R-HSA-5685341;R-HSA-5693561"
R-HSA-193775,"Synthesis of bile acids and bile salts via 24-hydroxycholesterol",2,45,0.002979343220338983,0.9794996064619335,0.9794996064619335,4,28,0.0020298680585761927,9606,Homo sapiens,"SLC27A2","","R-HSA-193766;R-HSA-193743;R-HSA-193727;R-HSA-193711"
R-HSA-452723,"Transcriptional regulation of pluripotent stem cells",2,45,0.002979343220338983,0.9794996064619335,0.9794996064619335,4,35,0.0025373350732202406,9606,Homo sapiens,"STAT3","","R-HSA-2972956;R-HSA-452515;R-HSA-2895778;R-HSA-480520"
R-HSA-73857,"RNA Polymerase II Transcription",191,1697,0.11235434322033898,0.979848568229099,0.979848568229099,596,891,0.0645933014354067,9606,Homo sapiens,"RB1;ATF2;MDC1;CCNT2;ZNF691;ICE2;CASC3;NR3C2;STK11;CDC23;AKT3;PSMD1;MEN1;MED1;MEF2C;PRKAB2;SMARCC1;SMARCC2;IGFBP3;CSNK2A2;TSC2;CASK;LIFR;TSC1;THOC5;PRKAB1;RUNX2;RUNX1;SRRM1;CLDN5;TEP1;ZC3H11A;KAT6A;SRSF3;PSME2;SRSF4;HIST1H2BG;ZFPM1;ANAPC1;SRSF9;KMT2D;NOTCH1;L3MBTL2;CBFB;CSTF2;NOP2;RPN1;NEDD4L;GATA4;FOXO3;FOXO1;ZNF704;PRDX1;TP53BP2;SMYD2;SYMPK;ZNF148;ZKSCAN1;MAP2K6;ZFHX3;CREBBP;CBX6;BRPF1;CBX5;PHC1;AUTS2;INTS1;CBX3;INTS3;NFATC2;UPF3B;SMARCA2;ELL2;PHC3;SMARCA4;OCLN;CDK7;CDK2;PAF1;ZNF777;CDK12;TCF3;RAD9A;YWHAE;PRR5;GSK3B;INTS12;DYRK2;PPP1R13B;KIAA1671;PRKAG2;AFF4;RPTOR;MECP2;PCM1;PPP1R13L;PCF11;SNAPC4;ELOA;TNKS1BP1;ZNF764;NELFE;RBM14;PARP1;NCBP1;ITGA4;PDPK1;H2AFX;TCF12;AXIN1;KCNAB2;ARID1B;SIRT1;DDB2;NCOR2;RBL2;ELF1;TFDP2;ITGA5;YAP1;PRKAA1;CAMK2D;PRKAA2;CTDP1;SRSF1;ZNF2;MLLT1;NR2C2;IWS1;PSMB10;HDAC7;PABPN1;U2AF2;NPY;SPP1;RICTOR;BRD7;CAMK2G;SRSF11;NPM1;PCGF6;RRM2;TAF12;MGA;ATAD2;GSR;RPRD2;DEK;PML;TJP1;RAD50;TAF3;TNRC6A;ZNF696;TRIM33;TNRC6B","","R-HSA-8936584;R-HSA-6799462;R-HSA-71682;R-HSA-9625749;R-HSA-8951951;R-HSA-9009282;R-HSA-8878220;R-HSA-8877192;R-HSA-6805620;R-HSA-9009309;R-HSA-9009308;R-HSA-8951966;R-HSA-9622667;R-HSA-8878237;R-HSA-8939667;R-HSA-2187325;R-HSA-8939670;R-HSA-9622668;R-HSA-9615501;R-HSA-8936599;R-HSA-8939688;R-HSA-8936616;R-HSA-8951977;R-HSA-9615536;R-HSA-8878243;R-HSA-9613494;R-HSA-8936621;R-HSA-9022625;R-HSA-8936608;R-HSA-9613497;R-HSA-3341343;R-HSA-8939706;R-HSA-380979;R-HSA-8878257;R-HSA-6799441;R-HSA-9007283;R-HSA-8936628;R-HSA-870449;R-HSA-8878266;R-HSA-9615570;R-HSA-8954056;R-HSA-9622738;R-HSA-9615571;R-HSA-6798374;R-HSA-6798373;R-HSA-9622737;R-HSA-6798372;R-HSA-109637;R-HSA-109636;R-HSA-109639;R-HSA-9016526;R-HSA-109638;R-HSA-75850;R-HSA-9008326;R-HSA-9008345;R-HSA-9615554;R-HSA-75856;R-HSA-75861;R-HSA-75862;R-HSA-75864;R-HSA-8937682;R-HSA-9009362;R-HSA-75866;R-HSA-75869;R-HSA-75873;R-HSA-2187330;R-HSA-8954082;R-HSA-9018594;R-HSA-9009401;R-HSA-9614562;R-HSA-9009403;R-HSA-75891;R-HSA-8952058;R-HSA-9625828;R-HSA-8952062;R-HSA-6795290;R-HSA-9008137;R-HSA-8938507;R-HSA-870538;R-HSA-8985627;R-HSA-382096;R-HSA-1989766;R-HSA-2032775;R-HSA-9622579;R-HSA-9624624;R-HSA-8878117;R-HSA-9006122;R-HSA-8985644;R-HSA-9620532;R-HSA-8936481;R-HSA-75949;R-HSA-9009208;R-HSA-9620515;R-HSA-9624611;R-HSA-9023549;R-HSA-8878130;R-HSA-6795473;R-HSA-9008177;R-HSA-9023538;R-HSA-9622572;R-HSA-2032800;R-HSA-3700984;R-HSA-6814885;R-HSA-9614423;R-HSA-3700981;R-HSA-975040;R-HSA-9625693;R-HSA-9020504;R-HSA-73946;R-HSA-9614414;R-HSA-9008215;R-HSA-9622604;R-HSA-6805638;R-HSA-9023592;R-HSA-9020513;R-HSA-9017441;R-HSA-9017447;R-HSA-8951910;R-HSA-6805640;R-HSA-9622627;R-HSA-9625699;R-HSA-9622630;R-HSA-6805650;R-HSA-9007220;R-HSA-8951926;R-HSA-8937864;R-HSA-9007496;R-HSA-9624976;R-HSA-8937869;R-HSA-8937856;R-HSA-8939904;R-HSA-9620891;R-HSA-9624985;R-HSA-3790130;R-HSA-77069;R-HSA-77068;R-HSA-77071;R-HSA-8938887;R-HSA-77073;R-HSA-9022872;R-HSA-8939929;R-HSA-9021851;R-HSA-9006490;R-HSA-9007514;R-HSA-9021847;R-HSA-9022870;R-HSA-8952232;R-HSA-9620915;R-HSA-9006507;R-HSA-9617840;R-HSA-9006508;R-HSA-8938913;R-HSA-8952226;R-HSA-9617848;R-HSA-8877485;R-HSA-8939938;R-HSA-8984994;R-HSA-9615801;R-HSA-9007522;R-HSA-9006503;R-HSA-9617852;R-HSA-9617853;R-HSA-8935864;R-HSA-8938938;R-HSA-8877493;R-HSA-8939963;R-HSA-9007546;R-HSA-8877490;R-HSA-165179;R-HSA-8938930;R-HSA-9617833;R-HSA-9617838;R-HSA-9007561;R-HSA-6797606;R-HSA-9615829;R-HSA-9021888;R-HSA-8938951;R-HSA-9022941;R-HSA-1484099;R-HSA-9021919;R-HSA-75095;R-HSA-9622980;R-HSA-9622981;R-HSA-9022942;R-HSA-9007582;R-HSA-6797616;R-HSA-8938965;R-HSA-9022935;R-HSA-9022934;R-HSA-8938987;R-HSA-9021935;R-HSA-8940001;R-HSA-6801675;R-HSA-8938981;R-HSA-9007591;R-HSA-8940007;R-HSA-9006585;R-HSA-9021945;R-HSA-9021944;R-HSA-8935930;R-HSA-9021946;R-HSA-9021949;R-HSA-9021948;R-HSA-9006588;R-HSA-9021951;R-HSA-9007615;R-HSA-9021950;R-HSA-4396347;R-HSA-9623018;R-HSA-9007605;R-HSA-9623023;R-HSA-6805785;R-HSA-9007606;R-HSA-9617683;R-HSA-9022728;R-HSA-2318752;R-HSA-212352;R-HSA-212356;R-HSA-9022734;R-HSA-8937728;R-HSA-9008389;R-HSA-8952069;R-HSA-8939801;R-HSA-8953115;R-HSA-9008412;R-HSA-9625863;R-HSA-8937744;R-HSA-8952081;R-HSA-8877338;R-HSA-212380;R-HSA-6799815;R-HSA-9009451;R-HSA-9626928;R-HSA-8877348;R-HSA-9009452;R-HSA-9022764;R-HSA-9620788;R-HSA-8877345;R-HSA-8934688;R-HSA-8934690;R-HSA-173481;R-HSA-8952101;R-HSA-8937767;R-HSA-8986937;R-HSA-8939833;R-HSA-2186643;R-HSA-8986939;R-HSA-8935740;R-HSA-8986940;R-HSA-8986943;R-HSA-8877360;R-HSA-9008433;R-HSA-2127257;R-HSA-8935730;R-HSA-9022770;R-HSA-8935731;R-HSA-8935732;R-HSA-8939829;R-HSA-8877369;R-HSA-9626962;R-HSA-9008456;R-HSA-8939852;R-HSA-6799777;R-HSA-3222006;R-HSA-8934735;R-HSA-8877391;R-HSA-2176491;R-HSA-9617758;R-HSA-9620828;R-HSA-8877385;R-HSA-9008475;R-HSA-9626945;R-HSA-2321904;R-HSA-8877396;R-HSA-212432;R-HSA-8937820;R-HSA-9614662;R-HSA-2186741;R-HSA-9008476;R-HSA-9008479;R-HSA-8939870;R-HSA-9008478;R-HSA-2176502;R-HSA-8957265;R-HSA-6793661;R-HSA-2186747;R-HSA-8871260;R-HSA-8877404;R-HSA-9007447;R-HSA-8935766;R-HSA-8934742;R-HSA-9620813;R-HSA-9614669;R-HSA-9006422;R-HSA-9007465;R-HSA-9007464;R-HSA-8935785;R-HSA-8877414;R-HSA-9007467;R-HSA-8871266;R-HSA-8871265;R-HSA-9008480;R-HSA-8877421;R-HSA-8938853;R-HSA-9007462;R-HSA-8939900;R-HSA-72180;R-HSA-6799761;R-HSA-6797712;R-HSA-9620837;R-HSA-2176475;R-HSA-8938867;R-HSA-8937844;R-HSA-8937097;R-HSA-8985227;R-HSA-8931981;R-HSA-9007759;R-HSA-9623192;R-HSA-8951428;R-HSA-8936068;R-HSA-9017988;R-HSA-8956568;R-HSA-8937113;R-HSA-9623168;R-HSA-6805109;R-HSA-9023132;R-HSA-8865425;R-HSA-8937118;R-HSA-6810239;R-HSA-6810238;R-HSA-6810235;R-HSA-187934;R-HSA-6810234;R-HSA-6810233;R-HSA-8869543;R-HSA-8869542;R-HSA-8956586;R-HSA-6805061;R-HSA-6805059;R-HSA-8937134;R-HSA-8938158;R-HSA-8865454;R-HSA-8869549;R-HSA-8938150;R-HSA-8869558;R-HSA-8985275;R-HSA-3222020;R-HSA-8938174;R-HSA-8869566;R-HSA-2064932;R-HSA-8932020;R-HSA-8932021;R-HSA-9008822;R-HSA-8986294;R-HSA-8869560;R-HSA-8869575;R-HSA-9007816;R-HSA-8985293;R-HSA-8869568;R-HSA-8956608;R-HSA-8938176;R-HSA-9008832;R-HSA-8932033;R-HSA-8869580;R-HSA-6805035;R-HSA-8865482;R-HSA-8932037;R-HSA-9008839;R-HSA-8938201;R-HSA-8869590;R-HSA-8865491;R-HSA-9022175;R-HSA-8956639;R-HSA-9623240;R-HSA-8953556;R-HSA-8865498;R-HSA-8938199;R-HSA-8938217;R-HSA-8956649;R-HSA-9623280;R-HSA-9022186;R-HSA-9623281;R-HSA-9008877;R-HSA-8956652;R-HSA-8932076;R-HSA-376419;R-HSA-8865505;R-HSA-9621242;R-HSA-8932070;R-HSA-8985343;R-HSA-9021183;R-HSA-9021182;R-HSA-6802973;R-HSA-8956659;R-HSA-8938228;R-HSA-3222093;R-HSA-8932084;R-HSA-9007860;R-HSA-9625324;R-HSA-8938231;R-HSA-9007625;R-HSA-199299;R-HSA-9623059;R-HSA-9007631;R-HSA-9021953;R-HSA-8940032;R-HSA-9021952;R-HSA-5632732;R-HSA-139913;R-HSA-9021954;R-HSA-8937989;R-HSA-8935960;R-HSA-1980047;R-HSA-9007640;R-HSA-9625091;R-HSA-8949276;R-HSA-8936989;R-HSA-9007647;R-HSA-9625092;R-HSA-9007646;R-HSA-8936979;R-HSA-6802170;R-HSA-9625101;R-HSA-111264;R-HSA-8935980;R-HSA-9617972;R-HSA-8939054;R-HSA-8936995;R-HSA-8935972;R-HSA-8938022;R-HSA-8865320;R-HSA-8937016;R-HSA-8939066;R-HSA-9623072;R-HSA-8864307;R-HSA-8937022;R-HSA-9625124;R-HSA-5632738;R-HSA-8938034;R-HSA-6798044;R-HSA-8935988;R-HSA-8949301;R-HSA-8953418;R-HSA-8939082;R-HSA-6800035;R-HSA-8937037;R-HSA-9618004;R-HSA-8938063;R-HSA-9017921;R-HSA-8936000;R-HSA-6800044;R-HSA-8938053;R-HSA-6800042;R-HSA-6797993;R-HSA-9007686;R-HSA-8936007;R-HSA-8952408;R-HSA-8937050;R-HSA-9007707;R-HSA-6798004;R-HSA-8949343;R-HSA-8939088;R-HSA-9617996;R-HSA-8949335;R-HSA-8953452;R-HSA-6800001;R-HSA-9017954;R-HSA-3222237;R-HSA-9621116;R-HSA-8939129;R-HSA-8952442;R-HSA-8936058;R-HSA-9017983;R-HSA-9618021;R-HSA-112379;R-HSA-113402;R-HSA-112381;R-HSA-8877691;R-HSA-113407;R-HSA-112383;R-HSA-112385;R-HSA-113409;R-HSA-113411;R-HSA-8985485;R-HSA-113413;R-HSA-113412;R-HSA-9008015;R-HSA-8938382;R-HSA-113414;R-HSA-8951695;R-HSA-112392;R-HSA-112395;R-HSA-8938371;R-HSA-112396;R-HSA-4331340;R-HSA-9623427;R-HSA-8937369;R-HSA-77586;R-HSA-9022365;R-HSA-113429;R-HSA-113430;R-HSA-9006992;R-HSA-77592;R-HSA-6806394;R-HSA-8938389;R-HSA-9022359;R-HSA-76576;R-HSA-9005995;R-HSA-9625520;R-HSA-9005994;R-HSA-8955822;R-HSA-9008036;R-HSA-9005988;R-HSA-112430;R-HSA-6814549;R-HSA-9625510;R-HSA-112437;R-HSA-9009085;R-HSA-112436;R-HSA-8961982;R-HSA-6814559;R-HSA-8878013;R-HSA-6814555;R-HSA-6814554;R-HSA-8878023;R-HSA-8938440;R-HSA-6805285;R-HSA-9008076;R-HSA-6797090;R-HSA-6797100;R-HSA-111437;R-HSA-8878054;R-HSA-8878050;R-HSA-8955885;R-HSA-9008110;R-HSA-9006050;R-HSA-350058;R-HSA-8878056;R-HSA-9022456;R-HSA-9022453;R-HSA-8955893;R-HSA-8938487;R-HSA-8938251;R-HSA-6799332;R-HSA-9621270;R-HSA-9736984;R-HSA-8956676;R-HSA-8865547;R-HSA-9625375;R-HSA-8865546;R-HSA-3209151;R-HSA-5631941;R-HSA-9625346;R-HSA-5628871;R-HSA-4411357;R-HSA-4411367;R-HSA-3209114;R-HSA-9625406;R-HSA-6798282;R-HSA-9625378;R-HSA-8877879;R-HSA-5632993;R-HSA-6805470;R-HSA-9621289;R-HSA-8877884;R-HSA-69562;R-HSA-198599;R-HSA-8877902;R-HSA-5631903;R-HSA-8938328;R-HSA-198609;R-HSA-9625409;R-HSA-5631885;R-HSA-8877918;R-HSA-6798268;R-HSA-9022315;R-HSA-9022314;R-HSA-8877922;R-HSA-9623415;R-HSA-8938338;R-HSA-6806412;R-HSA-8955748;R-HSA-6806423;R-HSA-6805399;R-HSA-8877941;R-HSA-8951676;R-HSA-9007999;R-HSA-6806417;R-HSA-9023345;R-HSA-380927;R-HSA-9023346;R-HSA-8938356;R-HSA-8985460;R-HSA-9023348;R-HSA-9023351;R-HSA-5632939"
R-HSA-1236394,"Signaling by ERBB4",5,82,0.005429025423728814,0.9800316471049515,0.9800316471049515,10,52,0.0037697549659272147,9606,Homo sapiens,"YAP1;SHC1;STMN1;PIK3R1","","R-HSA-1250370;R-HSA-1250353;R-HSA-1250357;R-HSA-1254251;R-HSA-1254248;R-HSA-1250383;R-HSA-9612444;R-HSA-1250348;R-HSA-1250380;R-HSA-9612445"
R-HSA-983712,"Ion channel transport",17,206,0.013638771186440678,0.9809941644636577,0.9809941644636577,11,45,0.0032622879512831664,9606,Homo sapiens,"CAMK2D;TTYH3;RIPK3;TTYH1;NEDD4L;ANO6;ATP2B1;ATP1A1;TRPM2;WNK1;WNK2;FXYD1;RAF1;CAMK2G","","R-HSA-427910;R-HSA-9701141;R-HSA-418309;R-HSA-2744349;R-HSA-2682349;R-HSA-9684068;R-HSA-3295579;R-HSA-2744242;R-HSA-9701055;R-HSA-2684901;R-HSA-936897"
R-HSA-425393,"Transport of inorganic cations/anions and amino acids/oligopeptides",13,167,0.01105667372881356,0.9813253917931614,0.9813253917931614,15,75,0.005437146585471945,9606,Homo sapiens,"AHCYL2;SLC38A1;SLC12A4;SLC20A1;SLC43A1;SLC1A2;SNX12;SLC1A4;SLC16A10;SLC4A4;SLC8A2;LAT2;SLC4A7","","R-HSA-352103;R-HSA-352354;R-HSA-352364;R-HSA-428015;R-HSA-426155;R-HSA-425483;R-HSA-8878664;R-HSA-352119;R-HSA-427605;R-HSA-352371;R-HSA-352191;R-HSA-425661;R-HSA-352158;R-HSA-352347;R-HSA-375770"
R-HSA-71336,"Pentose phosphate pathway",2,46,0.0030455508474576272,0.9816421814540396,0.9816421814540396,4,20,0.0014499057561258518,9606,Homo sapiens,"TALDO1;PGM2","","R-HSA-8982667;R-HSA-163764;R-HSA-6787329;R-HSA-71334"
R-HSA-997272,"Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits",1,31,0.0020524364406779663,0.9816503667025017,0.9816503667025017,3,3,2.1748586341887777E-4,9606,Homo sapiens,"GNG12","","R-HSA-1013020;R-HSA-1013013;R-HSA-1013012"
R-HSA-1296059,"G protein gated Potassium channels",1,31,0.0020524364406779663,0.9816503667025017,0.9816503667025017,3,3,2.1748586341887777E-4,9606,Homo sapiens,"GNG12","","R-HSA-1013020;R-HSA-1013013;R-HSA-1013012"
R-HSA-1296041,"Activation of G protein gated Potassium channels",1,31,0.0020524364406779663,0.9816503667025017,0.9816503667025017,3,3,2.1748586341887777E-4,9606,Homo sapiens,"GNG12","","R-HSA-1013020;R-HSA-1013013;R-HSA-1013012"
R-HSA-5693554,"Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)",1,31,0.0020524364406779663,0.9816503667025017,0.9816503667025017,1,1,7.24952878062926E-5,9606,Homo sapiens,"RAD50","","R-HSA-5693589"
R-HSA-389599,"Alpha-oxidation of phytanate",1,31,0.0020524364406779663,0.9816503667025017,0.9816503667025017,2,8,5.799623024503408E-4,9606,Homo sapiens,"SLC27A2","","R-HSA-389622;R-HSA-389632"
R-HSA-8852276,"The role of GTSE1 in G2/M progression after G2 checkpoint",5,83,0.005495233050847458,0.9816787649858195,0.9816787649858195,4,10,7.249528780629259E-4,9606,Homo sapiens,"TUBA1B;RPN1;PSME2;PSMD1;PSMB10","","R-HSA-8852354;R-HSA-8852306;R-HSA-8852298;R-HSA-8852280"
R-HSA-5633008,"TP53 Regulates Transcription of Cell Death Genes",5,83,0.005495233050847458,0.9816787649858195,0.9816787649858195,13,68,0.004929679570827896,9606,Homo sapiens,"CREBBP;PPP1R13B;IGFBP3;TP53BP2","","R-HSA-3700984;R-HSA-6799815;R-HSA-6799462;R-HSA-6800035;R-HSA-6800001;R-HSA-6800044;R-HSA-139913;R-HSA-3700981;R-HSA-6800042;R-HSA-4331340;R-HSA-6797993;R-HSA-6798004;R-HSA-6799441"
R-HSA-9705671,"SARS-CoV-2 activates/modulates innate and adaptive immune responses",19,226,0.01496292372881356,0.9817559208689735,0.9817559208689735,17,47,0.003407278526895752,9606,Homo sapiens,"CAP1;RANBP2;CREBBP;NUP133;STAT2;IFIH1;NUP93;MAVS;LARP1;POM121C;NUP35;TAB3;TRIM25;PTPN6;NUP98;MAP3K7","","R-HSA-9709852;R-HSA-9729437;R-HSA-9760510;R-HSA-9708889;R-HSA-9754745;R-HSA-909726;R-HSA-9716160;R-HSA-9755747;R-HSA-9755244;R-HSA-9755757;R-HSA-9756494;R-HSA-9729454;R-HSA-168184;R-HSA-9768142;R-HSA-9705320;R-HSA-918224;R-HSA-918225"
R-HSA-9694516,"SARS-CoV-2 Infection",40,420,0.027807203389830507,0.9817630758489716,0.9817630758489716,38,186,0.013484123531970421,9606,Homo sapiens,"RB1;YWHAE;GSK3B;PATJ;RPN1;ZDHHC5;IFIH1;RPS14;LARP1;POM121C;AKT3;RPS3;TRIM25;MAP3K7;RPS10;CAP1;RANBP2;SRPK2;CREBBP;PARP4;NUP133;PDPK1;RPS8;STAT2;RPS3A;MPP5;PARP14;HSPG2;NUP93;RPS26;TJP1;MAVS;CANX;NUP35;TAB3;PTPN6;NUP98","","R-HSA-9754644;R-HSA-9705681;R-HSA-9729500;R-HSA-9709852;R-HSA-9729437;R-HSA-9708889;R-HSA-190541;R-HSA-9694337;R-HSA-909726;R-HSA-9716160;R-HSA-9755777;R-HSA-9694661;R-HSA-9694341;R-HSA-9756494;R-HSA-9694793;R-HSA-9768142;R-HSA-9697423;R-HSA-918224;R-HSA-918225;R-HSA-9694579;R-HSA-9694390;R-HSA-9729330;R-HSA-9760510;R-HSA-9729279;R-HSA-9699007;R-HSA-9729849;R-HSA-9754745;R-HSA-420661;R-HSA-9755747;R-HSA-9729260;R-HSA-9755244;R-HSA-9755757;R-HSA-9729454;R-HSA-168184;R-HSA-9705320;R-HSA-198270;R-HSA-9687724;R-HSA-9698988"
R-HSA-69306,"DNA Replication",13,169,0.011189088983050847,0.9835535840715519,0.9835535840715519,39,58,0.00420472669276497,9606,Homo sapiens,"RFC1;RPN1;H2AFX;PSMB10;CDC23;CDK2;SPP1;PSME2;PSMD1;HIST1H2BG;CCNL1;ANAPC1;MCM2","","R-HSA-69063;R-HSA-69127;R-HSA-69005;R-HSA-69068;R-HSA-68940;R-HSA-68944;R-HSA-9749253;R-HSA-69074;R-HSA-69140;R-HSA-68948;R-HSA-69015;R-HSA-68950;R-HSA-69142;R-HSA-68825;R-HSA-69144;R-HSA-69016;R-HSA-9749197;R-HSA-69019;R-HSA-68954;R-HSA-9749320;R-HSA-9757257;R-HSA-9757258;R-HSA-69152;R-HSA-68960;R-HSA-68712;R-HSA-176942;R-HSA-68913;R-HSA-9749350;R-HSA-9749286;R-HSA-68914;R-HSA-9749351;R-HSA-68917;R-HSA-68916;R-HSA-68919;R-HSA-68918;R-HSA-69053;R-HSA-69116;R-HSA-9749098;R-HSA-169468"
R-HSA-196757,"Metabolism of folate and pterines",2,47,0.003111758474576271,0.9835666555061794,0.9835666555061794,3,30,0.002174858634188778,9606,Homo sapiens,"SLC46A1;RFC1","","R-HSA-200646;R-HSA-200729;R-HSA-200652"
R-HSA-379726,"Mitochondrial tRNA aminoacylation",2,47,0.003111758474576271,0.9835666555061794,0.9835666555061794,2,21,0.0015224010439321444,9606,Homo sapiens,"SARS2;PPA2","","R-HSA-449937;R-HSA-380239"
R-HSA-9678108,"SARS-CoV-1 Infection",6,96,0.006355932203389831,0.9841214109718264,0.9841214109718264,6,114,0.008264462809917356,9606,Homo sapiens,"RB1;GSK3B;PARP4;CANX;MPP5;PARP14","","R-HSA-9683664;R-HSA-9682712;R-HSA-9689608;R-HSA-9686061;R-HSA-9687724;R-HSA-9683772"
R-HSA-5362517,"Signaling by Retinoic Acid",4,73,0.004833156779661017,0.9842704898348549,0.9842704898348549,2,21,0.0015224010439321444,9606,Homo sapiens,"PDHA1;ALDH1A1;PDX1","","R-HSA-203946;R-HSA-5362522"
R-HSA-2029485,"Role of phospholipids in phagocytosis",9,129,0.008540783898305085,0.9847155092383478,0.9847155092383478,10,12,8.699434536755111E-4,9606,Homo sapiens,"AHCYL2;PRKCE;ITPR1;ITPR2;ITPR3;PLCG1;PIK3R1;PLD1","","R-HSA-169683;R-HSA-2029471;R-HSA-169680;R-HSA-167686;R-HSA-2029272;R-HSA-2029273;R-HSA-2029270;R-HSA-198314;R-HSA-2029271;R-HSA-2029268"
R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",9,129,0.008540783898305085,0.9847155092383478,0.9847155092383478,2,7,5.074670146440482E-4,9606,Homo sapiens,"PPA2;IRS1;GAB1;STRN;IRS2;PIK3R1;GAB2;IL1RAP;PIK3AP1","","R-HSA-2316434;R-HSA-8857925"
R-HSA-9639288,"Amino acids regulate mTORC1",3,61,0.004038665254237288,0.98479343431942,0.98479343431942,7,12,8.699434536755111E-4,9606,Homo sapiens,"RPTOR;SH3BP4;WDR24","","R-HSA-9640195;R-HSA-9657619;R-HSA-9640167;R-HSA-9639287;R-HSA-9646468;R-HSA-9645608;R-HSA-9640237"
R-HSA-73817,"Purine ribonucleoside monophosphate biosynthesis",2,48,0.0031779661016949155,0.9852944153348319,0.9852944153348319,2,17,0.001232419892706974,9606,Homo sapiens,"IMPDH1;IMPDH2","","R-HSA-73794;R-HSA-9678749"
R-HSA-112315,"Transmission across Chemical Synapses",31,343,0.022709216101694914,0.9853447775086187,0.9853447775086187,67,163,0.011816731912425693,9606,Homo sapiens,"CAMK2D;PRKAA1;PRKAA2;STXBP1;SLC1A2;PRKAG2;CAMKK1;CAMKK2;GRIP1;TUBA1B;PRKAR2B;EPB41L1;PRKAR2A;CAMK2G;NSF;SLC38A1;PRKAB2;PDPK1;CASK;GNG12;PRKAB1;SYN2;SYN1;CACNB2;CACNB3;ADCY9;DLG3;APBA1;MAPT;PLCB1","","R-HSA-888589;R-HSA-9618834;R-HSA-9619478;R-HSA-210439;R-HSA-9611030;R-HSA-212614;R-HSA-421007;R-HSA-9619355;R-HSA-392206;R-HSA-442760;R-HSA-374922;R-HSA-9610653;R-HSA-9610627;R-HSA-438037;R-HSA-1013020;R-HSA-1013013;R-HSA-380574;R-HSA-1013012;R-HSA-372505;R-HSA-9619214;R-HSA-432164;R-HSA-432162;R-HSA-9612085;R-HSA-8951727;R-HSA-9619125;R-HSA-170666;R-HSA-9619515;R-HSA-5336443;R-HSA-432172;R-HSA-9618750;R-HSA-170671;R-HSA-170674;R-HSA-445367;R-HSA-372529;R-HSA-111925;R-HSA-9619367;R-HSA-9610408;R-HSA-170686;R-HSA-9617326;R-HSA-9617583;R-HSA-9618863;R-HSA-380869;R-HSA-9619542;R-HSA-416320;R-HSA-451283;R-HSA-416985;R-HSA-380901;R-HSA-442725;R-HSA-210404;R-HSA-451311;R-HSA-9668218;R-HSA-442732;R-HSA-500717;R-HSA-9619449;R-HSA-380905;R-HSA-9610879;R-HSA-442739;R-HSA-374899;R-HSA-210420;R-HSA-210426;R-HSA-416639;R-HSA-9611368;R-HSA-9614185;R-HSA-442749;R-HSA-210430;R-HSA-917744;R-HSA-444792"
R-HSA-901032,"ER Quality Control Compartment (ERQC)",1,33,0.002184851694915254,0.9858263810837644,0.9858263810837644,1,9,6.524575902566333E-4,9606,Homo sapiens,"SEL1L","","R-HSA-8867288"
