High,Master Protein,Q9Z0L8,Ggh,Gamma-glutamyl hydrolase,Gamma-glutamyl hydrolase OS=Mus musculus OX=10090 GN=Ggh PE=1 SV=2,33,9,127,9,9,35.4,7.5,258.48,9,protein metabolism;other metabolic processes;other biological processes,cytosol;other cytoplasmic organelle;other cell component,other molecular function,Neutrophil degranulation,,1.074,9.65E-01,,0.951,8.95E-01,,0.86,4.44E-01,,1.237,3.20E-01,,377473372.5,619778712,489711811.4,424074754.5,279628761.8,930204625.2,378081839,304554085.2,537994732.5,309518711.7,832043929,829837508.5,1002965830,707464100.1,545921853.1,616478411.4,942912308,835868598,355845796.1,874975493.5,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,613568161.3,970946544.7,992666682.5,748518946.2,897355963.5,930204625.2,1281169318,847010403.5,829980004.9,1198156914,1417174337,1158218942,1226283342,1453718342,1130308103,1118565582,1477934266,1109814266,1047235522,1785422592
High,Master Protein,P47963,Rpl13,60S ribosomal protein L13,60S ribosomal protein L13 OS=Mus musculus OX=10090 GN=Rpl13 PE=1 SV=3,42,10,181,10,10,24.3,11.55,302.83,10,protein metabolism;other metabolic processes;developmental processes,cytosol;ER/Golgi;translational apparatus;nucleus,nucleic acid binding activity;other molecular function,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); Major pathway of rRNA processing in the nucleolus and cytosol; L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),Cytoplasmic ribosomal proteins,1.18,9.65E-01,,0.951,8.95E-01,,1.102,9.72E-01,,0.908,9.65E-01,,8530903084,8208414149,5975331107,5690316074,4379323924,12582541270,2995361862,3815676430,6814734446,2689451023,5661052272,9601730916,9686010039,6904004837,6062705221,7433279533,7217550186,8293932035,3779007930,5330654711,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,13869032167,12839067050,12110254493,10045785409,14054081718,12587448878,10151427567,10615589918,10513893981,10407147052,9643478364,13403579269,11842669415,14171595953,12553484954,13487912049,11312891612,10996035742,11110425279,10878747959
High,Master Protein,Q9D1J3,Sarnp,SAP domain-containing ribonucleoprotein,SAP domain-containing ribonucleoprotein OS=Mus musculus OX=10090 GN=Sarnp PE=1 SV=3,30,5,41,5,5,23.5,6.65,89.47,5,other metabolic processes;transport;other biological processes,nucleus;other cell component,nucleic acid binding activity;other molecular function,RNA Polymerase II Transcription Termination; Transport of Mature mRNA derived from an Intron-Containing Transcript; mRNA 3'-end processing,,1.261,9.65E-01,,1.256,8.95E-01,,0.853,8.31E-01,,1.349,7.32E-01,,54679744,77139242,62204012.06,111977044,28346918,249294513,41824962.75,69296456.5,132906775,66693531.75,130680418.5,154180628,174738761.8,140386159,79183637.75,175477657.5,90071668,156532956.5,57857599.5,56660596.25,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,93362319.89,123892914.5,126060310.9,197646613.2,92070176.1,249294513,141682424.6,192723796.7,205039118.6,257993132.3,222495297,215192639.5,213645596.2,288147222.3,163946372.3,318394390.5,143353127.2,207503706.2,170103516.1,115618219.4
High,Master Protein,Q3ULD5,Mccc2,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial","Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial OS=Mus musculus OX=10090 GN=Mccc2 PE=1 SV=1",44,17,114,17,17,61.3,8,270.44,17,other metabolic processes,mitochondrion;other cell component,other molecular function,Branched-chain amino acid catabolism; Biotin transport and metabolism,,1.188,9.65E-01,,0.964,8.98E-01,,1.116,9.72E-01,,0.982,9.83E-01,,424510510,519292042.9,401416025.2,355887893.8,206282959.8,717984866.5,152447367.8,239260415.2,403206412.3,166286458.5,191428068.6,657662488.1,626436253.1,373428067.4,383367653.8,327935591.9,534402619.4,436781669.8,258687529.8,322716057.8,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,693130132.5,813094583.7,817389455.9,631531125.3,672951008,719472240.7,520815425.4,676926504.8,626796222.8,647861405.8,331895237.5,920249053.5,769758665.4,772639071.8,797977074.7,601877586.2,837630325.2,585155360.3,763070624.9,660749614.8
High,Master Protein,Q640L3,Ccpg1,Cell cycle progression protein 1,Cell cycle progression protein 1 OS=Mus musculus OX=10090 GN=Ccpg1 PE=1 SV=2,1,1,2,1,1,86.1,5.85,3.9,1,cell cycle OR cell proliferation;other biological processes,other membranes,,,,1.076,9.65E-01,,0.876,8.98E-01,,1.035,9.98E-01,,0.911,1.00E+00,,10710973,13203826,10583588,10382607,5610212.5,12247356,4244247,8672288,9658318,5806167.5,4842545,13276599,14252972,11369472,7304741,11706727,8789898,12597704,11567949,6874615,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,17410266.49,20644877.73,21448301.31,18325962.51,18003718.97,12247356,14377423.58,24118928.35,14900166,22460219.17,8244873.259,18530384.91,17426498.1,23336216.33,15124157.23,21241201.08,13777412.11,16699807.68,34010204.63,14027927.66
High,Master Protein,Q80WV3,Chst2,Carbohydrate sulfotransferase 2,Carbohydrate sulfotransferase 2 OS=Mus musculus OX=10090 GN=Chst2 PE=2 SV=3,4,2,3,2,2,57.8,9.99,2.43,2,other metabolic processes;stress response,other membranes;cytosol;ER/Golgi;nucleus,other molecular function,Keratan sulfate biosynthesis,Metapathway biotransformation,1.083,9.65E-01,,0.88,9.02E-01,,2.133,4.79E-01,,0.897,9.88E-01,,14082674.5,26943998.56,4865893.563,9027290,4536779.438,3950658.25,5016934.5,6089762.75,6947328.25,2996305,1835732.625,2097637.75,10005412,4572990.625,7215099.375,7545055.75,12823858.13,9849780.75,1998464.516,11432959.81,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,22890835.03,42128361.58,9861036.849,16529997.29,14558967.6,6022007.41,18968972.34,16936539.86,10717843.85,12310417.55,5204797.498,4067354.045,14608219.8,9386214.109,14938558.04,13690081.47,20100299.03,13057097.09,5875560.752,23329413.1
High,Master Protein,Q3V3R1,Mthfd1l,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial","Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Mus musculus OX=10090 GN=Mthfd1l PE=1 SV=2",17,14,53,14,14,105.7,7.02,93.31,14,other metabolic processes;developmental processes,cytosol;mitochondrion,other molecular function,Metabolism of folate and pterines,One-carbon metabolism,1.065,9.65E-01,,0.932,9.03E-01,,1.255,8.28E-01,,0.875,9.49E-01,,160807881.6,137655885,93058928,70852971.5,62352837.44,217190193,33212200.13,57207659.56,76626297,45444769.13,83155699.13,106729797.1,183906501.5,116956345.2,76109014.19,94884759.63,111812705.8,124384668.9,55666516.38,65066132.38,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,262111981.8,218876302.9,190868986.5,126693681.7,204637097.8,220372522,120969288.2,163831552.6,124891992.4,177588086.4,147869730.9,153839680.3,225068532.8,244305261.4,161967774,177893271.2,177745449.5,170149080.2,166957686.9,136580796.8
High,Master Protein,O35423,Agxt,"Serine--pyruvate aminotransferase, mitochondrial","Serine--pyruvate aminotransferase, mitochondrial OS=Mus musculus OX=10090 GN=Agxt PE=1 SV=3",2,1,1,1,1,45.9,8.18,2.31,1,other metabolic processes;transport;signal transduction;other biological processes,mitochondrion;other cytoplasmic organelle;other cell component,other molecular function,Glyoxylate metabolism and glycine degradation; Peroxisomal protein import,Alanine and aspartate metabolism,0.968,9.65E-01,,1.632,9.05E-01,,0.41,4.66E-01,,0.421,5.94E-01,,3489177.5,3799333,6989909.5,10881950,1459345.25,7203400,4675990,3138681.25,5176941,2808522,9331234,,3427947.5,1895724,7876715.5,4393234,9046960,1692329.25,3380378.75,2925023.5,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,5671521.17,5940457.353,14165487.65,19207334.7,4683181.21,7203400,15839956.74,8729141.396,7986616.331,10864312.76,15887274.5,132848.0584,4191204.516,3891036.045,16308406.24,7971277.265,14180334.77,2243390.781,9938440.515,5968627.78
High,Master Protein,Q01405,Sec23a,Protein transport protein Sec23A,Protein transport protein Sec23A OS=Mus musculus OX=10090 GN=Sec23a PE=1 SV=2,21,11,86,8,8,86.1,7.08,227.7,11,cell organization and biogenesis;transport;other biological processes,other membranes;cytosol;ER/Golgi;other cell component,enzyme regulator activity;other molecular function,"MHC class II antigen presentation; Antigen Presentation: Folding, assembly and peptide loading of class I MHC; COPII-mediated vesicle transport; Cargo concentration in the ER",,1.073,9.65E-01,,0.947,9.05E-01,,0.959,9.72E-01,,0.706,7.42E-01,,71665425.5,68016167.63,57955323.63,53545622.63,47633346.75,100056263.4,19465581.25,22553146.19,45141278.75,21338162.69,63660387.25,65784840.13,81277211.25,60707603.06,37646485.75,26827229.5,51139654,66111046.75,26891978.94,39048688.56,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,118279642.2,107282292.8,117450078.7,95472442.28,154245018.4,100355588.4,67522093.6,65665545.42,73151088.15,84195602.94,110667859.6,95527907.49,102541477.5,126048037.3,80479301.14,54633446.93,82779606.94,88931683.47,82907075.85,81451809
High,Master Protein,P52503,Ndufs6,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial","NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial OS=Mus musculus OX=10090 GN=Ndufs6 PE=1 SV=2",50,5,77,5,5,13,8.65,175.37,5,cell organization and biogenesis;other metabolic processes;developmental processes;other biological processes,other membranes;mitochondrion,,Complex I biogenesis,Oxidative phosphorylation; Electron transport chain,1.054,9.65E-01,,1.222,9.05E-01,,0.896,8.24E-01,,0.79,7.88E-01,,146488403.5,180618516.3,168469366.9,138304971.1,90149907,98625390.5,81655934.5,156377919.5,182253808,85014712.5,86724968.5,120450462,158777796,139992045.8,114161293.1,134098410.5,169930567,172341036.5,136335690.5,80478547,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,238111154.1,282406567.9,341413681.5,244117081.1,289299842.2,101457641.1,277200657.4,434910353,281168211,328898884.6,147670295,170128641.2,194130807.3,287338291.9,236366128.1,245541159.9,266351606.3,228459262.5,400832051.8,164219703.3
High,Master Protein,Q9QZE7,Tsnax,Translin-associated protein X,Translin-associated protein X OS=Mus musculus OX=10090 GN=Tsnax PE=1 SV=1,16,3,8,3,3,32.9,6.55,14.32,3,RNA metabolism OR transcription;other metabolic processes;other biological processes,ER/Golgi;nucleus;other cell component,signal transduction activity or receptor binding;nucleic acid binding activity;other molecular function,Small interfering RNA (siRNA) biogenesis,,1.004,9.65E-01,,0.745,9.06E-01,,0.361,4.23E-01,,0.814,9.74E-01,,,2180731.75,3708764.25,4096957.5,1823555.5,5976098,,1627977.5,,815796.0625,,6066127.125,2578401.5,10249811,2097970.5,3104551.75,,,4145932.5,2937866,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,2086000.781,4668385.737,7787717.875,10154794.2,8646244.19,6409994.714,4480816.536,8190160.683,3638048.332,6129759.295,3755669.024,10826920.84,5062031.086,22881165.28,5934793.912,8410780.754,4211108.371,4826687.576,14690784.86,7038460.908
High,Master Protein,Q8BSY0,Asph,Aspartyl/asparaginyl beta-hydroxylase,Aspartyl/asparaginyl beta-hydroxylase OS=Mus musculus OX=10090 GN=Asph PE=1 SV=1,11,3,34,3,3,83,5.08,68.31,3,protein metabolism;other metabolic processes;transport;developmental processes;other biological processes,plasma membrane;other membranes;cytosol;ER/Golgi;other cell component,other molecular function,Ion homeostasis; Stimuli-sensing channels,,1.467,9.65E-01,,1.463,9.06E-01,,0.867,9.72E-01,,0.657,8.97E-01,,15346244.19,19045062.63,12966105.13,17817364.28,9808972.969,19788369.88,10037655.25,49657115.38,15948629.94,6950614.5,30076324.25,15330133.06,21563874.25,16331615.05,14005995,17461286.25,29985511,17537121.56,6170307.625,10125655.45,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,24944718,29777959,26276620.89,31448782.54,31477950.74,19788369.88,34002644.34,138103855.4,24604411.82,26887327.14,51207677.27,21396538.86,26365225,33521178.62,28998820.16,31682526.84,46999719.73,23247613.81,18896633.88,20661806.11
High,Master Protein,Q61545,Ewsr1,RNA-binding protein EWS,RNA-binding protein EWS OS=Mus musculus OX=10090 GN=Ewsr1 PE=1 SV=2,9,4,33,4,4,68.4,9.33,59.1,4,other biological processes,plasma membrane;other membranes;nucleus;other cell component,nucleic acid binding activity;other molecular function,,PluriNetWork: mechanisms associated with pluripotency; mRNA processing,1.264,9.65E-01,,1.264,9.06E-01,,1.448,5.27E-01,,0.972,9.94E-01,,88765845.38,156090703,61646081,85606072,40078655.84,188697138.5,39110710.5,45900724.81,110962400.5,38057199.5,113926768,118313026.5,120776120,87374414.56,67259139.41,100398420,97896126,149093488.3,41920964.5,55874894.5,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,146137032.8,244056039.4,126825123.9,152352737.7,130464248.5,188697138.5,133548839.9,127656772.1,172374082.5,149096468.2,196038891.6,165131591.4,150221907.1,181768203.4,141364610.4,186451224.6,155608736.9,197641775.1,126803242.3,115527583.4
High,Master Protein,Q9DBR0,Akap8,A-kinase anchor protein 8,A-kinase anchor protein 8 OS=Mus musculus OX=10090 GN=Akap8 PE=1 SV=1,2,1,7,1,1,76.2,5.14,15.05,1,cell cycle OR cell proliferation;cell organization and biogenesis;stress response;transport;other biological processes,mitochondrion;ER/Golgi;nucleus;other cell component,nucleic acid binding activity;other molecular function,,G protein signaling pathways; TNF-alpha NF-kB signaling pathway,0.98,9.65E-01,,0.731,9.09E-01,,2.745,6.65E-01,,2.4,7.77E-01,,3463568.25,4138515,1004741.938,2442680.5,685251.25,9434133,361144,1253826.5,3055452.75,,2506181.5,3374621.25,5701312.5,1266062.5,2302920,3640722,3582165,3981868.5,2000045.375,1240739,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,5629894.338,6470786.283,2036172.214,4311486.629,2199038.081,9434133,1223378.437,3487078.786,4713735.164,1816719.07,4267001.924,4710018.785,6970750.485,2598635.046,4768098.44,6605886.349,5614736.764,5278456.945,5880208.538,2531777.698
High,Master Protein,O35387,Hax1,HCLS1-associated protein X-1,HCLS1-associated protein X-1 OS=Mus musculus OX=10090 GN=Hax1 PE=1 SV=1,7,2,7,2,2,31.6,4.91,4.18,2,cell organization and biogenesis;signal transduction;other biological processes,plasma membrane;other membranes;cytosol;cytoskeleton;mitochondrion;ER/Golgi;nucleus;other cell component,other molecular function,,,1.082,9.65E-01,,0.859,9.13E-01,,1.777,7.99E-01,,1.586,8.60E-01,,11019776.63,9488877,6444721.438,4482089.688,2858424.297,14616885,2654902.313,6750667.281,5454265.844,2764811.875,8768498.047,11378066.31,13984335.38,10554328.08,4961779.531,7234553.844,9960104.125,12897460.39,4949560.313,2949661.438,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,17912214.67,14836359.21,13060630.03,7911173.712,9172962.298,14616885,8993504.643,18774614.09,8414453.374,10695227.22,14929165.36,15880569.14,17098047.61,21663106.54,10273154.62,13126693.13,15611609.96,18987573.87,14551893.26,6018902.48
High,Master Protein,B2RY56,Rbm25,RNA-binding protein 25,RNA-binding protein 25 OS=Mus musculus OX=10090 GN=Rbm25 PE=1 SV=2,3,2,5,2,2,99.5,6.32,1.61,2,RNA metabolism OR transcription;other metabolic processes;other biological processes,nucleus;other cell component,nucleic acid binding activity,,mRNA processing,1.21,9.65E-01,,1.179,9.15E-01,,1.076,9.91E-01,,0.876,9.41E-01,,287021088,259820144,199664400,184508576,139438192,488302432,139829072,123246448,238933552,89959176,292752448,293615104,287475296,224654576,216711472,258355328,243385184,240793056,120587752,192814560,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,466541520.7,406242486.5,404632362.1,325669385.9,447470755,488302432,473672195.9,342766781.8,368609688.3,347992511.2,498437666.5,409803812.9,351483725.7,461110928,448691935.3,468771286.1,381485425.9,319200842.2,354532521,393445843.9
High,Master Protein,Q9Z0F7,Sncg,Gamma-synuclein,Gamma-synuclein OS=Mus musculus OX=10090 GN=Sncg PE=1 SV=1,37,3,3,3,3,13.2,4.65,5.88,3,cell-cell signaling;cell organization and biogenesis;transport;other biological processes,plasma membrane;other membranes;cytoskeleton;other cell component,cytoskeletal activity;other molecular function,,,0.998,9.65E-01,,0.731,9.15E-01,,5.468,3.61E-02,UP,1.454,9.61E-01,,107852360,649829.875,652993.3125,13243521.5,,15376002.5,,,4035787.75,1950322.625,1302375,2394379.625,1446274.875,7587787.5,9060867.313,17104208.25,1159815,5705942,1128343.25,1427988.125,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,179050976.6,4560831.42,5226234.248,23965296.32,4098365.863,17345153.84,2653719.36,3348563.729,8704663.616,11324992.08,3547485.804,3690554.187,2588187.433,15574184.15,20960445.38,31034628.79,2832808.624,10081057.08,7600031.352,5446428.076
High,Master Protein,Q8CC86,Naprt,Nicotinate phosphoribosyltransferase,Nicotinate phosphoribosyltransferase OS=Mus musculus OX=10090 GN=Naprt PE=1 SV=1,23,9,72,9,9,58.2,6.46,126.87,9,other metabolic processes;stress response,cytosol,other molecular function,Neutrophil degranulation; Nicotinamide salvaging,,1.186,9.65E-01,,0.978,9.20E-01,,1.032,9.91E-01,,1.007,9.70E-01,,452007537.5,525877628,370336986.9,565388961.3,197189482,1143154362,196357957.2,251759254,507211417.8,221210546.9,293850949.5,846832039,747433038,429785183.7,429084095.5,527084968.1,548469191.3,646186822.8,256389556,286877628.3,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,735831344.4,823703336.9,754708347.8,1000237296,639573853.7,1143154362,666100316.9,704495236.2,783243420.2,857828331.4,501359388.5,1181938510,914033444.5,884309764.1,888400468.3,959488640.4,859678471.6,859540542.2,759674879.7,586838373.9
High,Master Protein,O89017,Lgmn,Legumain,Legumain OS=Mus musculus OX=10090 GN=Lgmn PE=1 SV=1,4,1,5,1,1,49.3,6.39,15.63,1,cell organization and biogenesis;protein metabolism;other metabolic processes;other biological processes,non-structural extracellular;other cytoplasmic organelle;other cell component,other molecular function,MHC class II antigen presentation; Trafficking and processing of endosomal TLR,,1.043,9.65E-01,,0.835,9.21E-01,,2.194,6.30E-01,,2.137,5.84E-01,,4591025.5,10831918.75,,20329236,1596730.75,20239890,3212659.75,1601876.609,4455119.5,1987752.25,9095213.5,16611538,22776380,3978794.438,4811331,4814855.125,8354190.125,22026918,752393.2813,5366526,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,7462531.876,16936275.76,803964.6076,35882396.08,5124064.676,20239890,10882912.81,4455058.13,6873041.465,7689297.834,15485428.13,23185018.47,27847703.83,8166606.834,9961657.303,8736285.204,13094477.34,29199391.77,2212064.512,10950611.57
High,Master Protein,Q8R016,Blmh,Bleomycin hydrolase,Bleomycin hydrolase OS=Mus musculus OX=10090 GN=Blmh PE=1 SV=1,11,3,10,3,3,52.5,6.48,36.55,3,protein metabolism;other metabolic processes;other biological processes,other cell component,other molecular function,Antigen processing: Ubiquitination & Proteasome degradation,,1.017,9.65E-01,,1.507,9.23E-01,,0.78,9.20E-01,,0.811,9.79E-01,,3290670.5,6922712.375,10582929.88,6748834.75,2459879,14142262.63,17138744.31,5217717.969,9127190.625,4764133.5,19420382,7393131.5,5714379,1722658,9488317.5,2946281.25,6962058.25,6829694.563,2428692.313,8215077.688,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,9091620.033,13397016.27,22327973.99,14145185.54,11960190.06,14142262.63,58057645.22,14784583.75,15046778.16,19863840.05,33064966.51,14610354.49,10135279.13,5455905.437,20319759.89,7064504.69,13429851.25,11475154.78,7745167.241,16763195.55
High,Master Protein,P47738,Aldh2,"Aldehyde dehydrogenase, mitochondrial","Aldehyde dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Aldh2 PE=1 SV=1",41,18,261,15,15,56.5,7.62,904.5,18,other metabolic processes;stress response;signal transduction;other biological processes,mitochondrion,other molecular function,Ethanol oxidation; Metabolism of serotonin,Fatty acid omega-oxidation; Tryptophan metabolism,1.074,9.65E-01,,0.966,9.29E-01,,1.089,9.81E-01,,1.054,8.94E-01,,1385695923,1863699722,999944173.8,1332933026,747586283.8,2580465275,649696220,901475322.8,1484488788,591229084.8,2006353930,1951339432,2211998795,1269002670,1175544204,1446271500,2820444819,1889783746,638731470.7,1215132109,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,2252394371,2915813960,2028746030,2352913508,2399077283,2582246046,2202310227,2507137530,2290163707,2288918676,3416000030,2723831256,2704516140,2604669841,2436315629,2624178708,4420805634,2505141025,1879981913,2480984844
High,Master Protein,Q8K4F5,Abhd11,Protein ABHD11,Protein ABHD11 OS=Mus musculus OX=10090 GN=Abhd11 PE=1 SV=1,17,4,28,3,4,33.5,9.61,42.18,4,,,other molecular function,,,1.293,9.65E-01,,0.966,9.29E-01,,0.581,1.49E-01,,0.627,4.86E-01,,41448578,65988968.5,72513877.5,52936481.38,47871290,73169171,30298207,55387986,47790819.5,28388180,34689884.94,67387343,96592388,81147148,56545934,71235316,45187758.5,65648956,36927467.25,45178500.5,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,70712429.75,103177229.6,146953896.3,93436260.55,155596722.2,77200364.27,102635439.4,154266768,73928358.95,111833703.6,59457165.72,95303180.59,119256381.8,168042732.7,119212372.4,130803310.7,70827940.35,88271996.13,108700991.5,92188542.47
High,Master Protein,Q9ESE1,Lrba,Lipopolysaccharide-responsive and beige-like anchor protein,Lipopolysaccharide-responsive and beige-like anchor protein OS=Mus musculus OX=10090 GN=Lrba PE=1 SV=1,8,16,65,14,16,316.9,5.69,62.65,16,transport;signal transduction;other biological processes,plasma membrane;other membranes;cytosol;ER/Golgi;other cytoplasmic organelle;other cell component,other molecular function,,,1.059,9.65E-01,,0.97,9.30E-01,,1.034,9.95E-01,,1.064,9.82E-01,,48643477.13,46284354.25,35151302.05,26299025.72,24568503.5,83854725.55,23492789.31,25017069.69,44930252.14,32706711.69,23071361.94,57963270.31,68099719.88,52071697.75,35535632.25,51755617.38,32516882.38,59865836.31,38702149.84,19668477.2,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,82079450.33,77880265.05,77288385.66,52443733.71,81700736.9,85034490.89,82321049.3,77387057.06,72222350.96,129581291.8,43990806.5,87499878.46,86725841.12,109976040.9,79883588.36,99390176.4,58090431.19,82244459.5,115628544.2,46216684.81
High,Master Protein,O35678,Mgll,Monoglyceride lipase,Monoglyceride lipase OS=Mus musculus OX=10090 GN=Mgll PE=1 SV=1,7,2,5,2,2,33.4,7.15,2.01,2,cell organization and biogenesis;other metabolic processes;other biological processes,other membranes;cytosol;nucleus;other cell component,other molecular function,Acyl chain remodeling of DAG and TAG; Arachidonate production from DAG,,1.064,9.65E-01,,0.925,9.31E-01,,0.026,1.15E-09,DOWN,0.581,7.78E-01,,,,11733349,43384693,13766837,36961175,7327095.625,545120.0625,12155612.75,6291889.5,19630040.5,7529371,11104239,21736611.38,18045812,11292543,23656453.5,20518777.25,9038385.375,11403435.63,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,2454832.154,578274.3308,24818747.09,76576745.83,45765843.62,36961175,24820600.07,3962265.67,18752814.7,24339156.1,33421929.17,12047837.9,15067907.73,44615111.88,37363090.36,21548498.34,37079464.29,27200165.52,26573192.55,23269167.81
High,Master Protein,Q5SW19,Cluh,Clustered mitochondria protein homolog,Clustered mitochondria protein homolog OS=Mus musculus OX=10090 GN=Cluh PE=1 SV=2,3,3,4,3,3,148,6.02,2.07,3,cell organization and biogenesis,other cell component,nucleic acid binding activity,,,0.983,9.65E-01,,0.837,9.35E-01,,1.946,7.51E-01,,1.217,9.70E-01,,7060201.75,8937045.75,2236899,,3682415.469,4906006,1051015,2239503.75,4162244.25,930544.75,12676420.19,2693424.25,4944320.375,4338732.5,4447477.125,2512901,8310596.25,4677731,3988974.75,3286207.313,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,11476081.02,13973541.97,6507181.511,2538700.842,11817230.32,6844318.918,4115187.858,8639593.114,6421214.362,3813227.893,21582758.2,5464271.376,6045208.652,10051091.39,9208313.247,6582301.48,13026147.68,7922078.298,11727735.62,6705637.838
High,Master Protein,Q91VI7,Rnh1,Ribonuclease inhibitor,Ribonuclease inhibitor OS=Mus musculus OX=10090 GN=Rnh1 PE=1 SV=1,84,25,429,25,25,49.8,4.78,1432.29,25,other biological processes,non-structural extracellular;cytosol;nucleus,enzyme regulator activity,,,1.177,9.65E-01,,0.969,9.37E-01,,1.049,1.00E+00,,0.844,8.44E-01,,4076825363,4864569682,3800532259,3255772132,2107896926,7038076233,1632674050,2069299551,3588484625,913384723.1,2819112550,5301975833,5105789740,2480374152,3494505459,2909063132,4630476169,3685908711,1940586868,3281558203,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,6633542271,7607213888,7702015708,5748463223,6769005890,7039035387,5530800262,5765413621,5540051890,3540294112,4804314436,7402759689,6243106574,5097708874,7236987512,5285935257,7257874717,4892092668,5712129880,6696151144
High,Master Protein,Q8BMF4,Dlat,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial","Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial OS=Mus musculus OX=10090 GN=Dlat PE=1 SV=2",25,12,158,12,12,67.9,8.57,427.37,12,other metabolic processes;other biological processes,mitochondrion;other cell component,other molecular function,Glyoxylate metabolism and glycine degradation; Signaling by Retinoic Acid; Regulation of pyruvate dehydrogenase (PDH) complex,Glycolysis and gluconeogenesis; TCA cycle,1.075,9.65E-01,,0.969,9.37E-01,,0.957,8.66E-01,,0.952,1.00E+00,,713510260,628772516.3,567950064,561717445.3,348212742.5,993150791.7,319058668.5,431636751.4,612991499,276669831.9,537378213,816328863.3,830110652.1,670495930.8,556859329,659022846,690167864.8,811709406,362504911,506874966.3,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1163248229,987581983.2,1152749433,991467060.4,1119651173,994813682.7,1080846321,1202279835,946598577.4,1071596055,917016264.6,1139364686,1014940723,1376215016,1152953684,1196081207,1082847943,1076079322,1065778056,1034298700
High,Master Protein,Q9D7G0,Prps1,Ribose-phosphate pyrophosphokinase 1,Ribose-phosphate pyrophosphokinase 1 OS=Mus musculus OX=10090 GN=Prps1 PE=1 SV=4,27,7,70,3,3,34.8,6.98,140.64,7,other metabolic processes;developmental processes,other cell component,kinase activity;other molecular function,5-Phosphoribose 1-diphosphate biosynthesis,Purine metabolism; Nucleotide metabolism,1.296,9.65E-01,,1.254,9.37E-01,,1.25,9.14E-01,,1.094,9.69E-01,,55171848,71264479,37254948.5,59411700,24585702.5,130679193,32001682,39973041.5,62321469.5,22929459,73925387,82387183,106784528,59023099,52216425.5,61686224,61319144,78847165.5,29149575,30219374,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,89814526.48,111425768.2,75499477.18,104865433.8,80061643.11,130679193,108405975.7,111170999.4,96145130.13,89658800.64,127111271,114989253.8,130560866.5,121146857.7,108111900.1,111926201.7,96112505.2,104521625.5,87564274.93,61663844.81
